epoch: 0	train ppl: 320.6997787482786	val ppl: 176.96281389999794	best val: 176.96281389999794	time (s) spent in epoch: 18.988831996917725
epoch: 1	train ppl: 125.3785106288597	val ppl: 140.26078494171105	best val: 140.26078494171105	time (s) spent in epoch: 18.87936234474182
epoch: 2	train ppl: 82.56207460536521	val ppl: 135.13459863464527	best val: 135.13459863464527	time (s) spent in epoch: 18.46755027770996
epoch: 3	train ppl: 60.29871331946401	val ppl: 139.3127595096412	best val: 135.13459863464527	time (s) spent in epoch: 19.32418441772461
epoch: 4	train ppl: 45.99605491183587	val ppl: 152.02399563765985	best val: 135.13459863464527	time (s) spent in epoch: 19.40652894973755
epoch: 5	train ppl: 35.995744490187434	val ppl: 169.93975390781986	best val: 135.13459863464527	time (s) spent in epoch: 19.49628186225891
epoch: 6	train ppl: 28.79824754647652	val ppl: 194.33508487169468	best val: 135.13459863464527	time (s) spent in epoch: 18.855132818222046
epoch: 7	train ppl: 23.471145301352106	val ppl: 224.0970562518604	best val: 135.13459863464527	time (s) spent in epoch: 18.80382490158081
epoch: 8	train ppl: 19.424751337293475	val ppl: 258.84151720008464	best val: 135.13459863464527	time (s) spent in epoch: 19.032647132873535
epoch: 9	train ppl: 16.377599130836263	val ppl: 296.30158052844587	best val: 135.13459863464527	time (s) spent in epoch: 18.693142652511597
epoch: 10	train ppl: 14.01854431600964	val ppl: 342.29963356886384	best val: 135.13459863464527	time (s) spent in epoch: 18.9458646774292
epoch: 11	train ppl: 12.188876638345866	val ppl: 394.74246930180436	best val: 135.13459863464527	time (s) spent in epoch: 18.680607795715332
epoch: 12	train ppl: 10.76565008517414	val ppl: 456.9109992601382	best val: 135.13459863464527	time (s) spent in epoch: 18.644591808319092
epoch: 13	train ppl: 9.641867569940842	val ppl: 526.5789124221126	best val: 135.13459863464527	time (s) spent in epoch: 18.578521013259888
epoch: 14	train ppl: 8.711990940273553	val ppl: 605.420746191909	best val: 135.13459863464527	time (s) spent in epoch: 18.45283031463623
epoch: 15	train ppl: 7.974793202135245	val ppl: 701.7418849652678	best val: 135.13459863464527	time (s) spent in epoch: 19.11941361427307
epoch: 16	train ppl: 7.349547659246036	val ppl: 783.1237808409063	best val: 135.13459863464527	time (s) spent in epoch: 18.47794198989868
epoch: 17	train ppl: 6.810938830350597	val ppl: 884.2069091304523	best val: 135.13459863464527	time (s) spent in epoch: 18.667762756347656
epoch: 18	train ppl: 6.3685456314491695	val ppl: 986.5150675772215	best val: 135.13459863464527	time (s) spent in epoch: 18.446896076202393
epoch: 19	train ppl: 5.998182481380276	val ppl: 1118.0575015732	best val: 135.13459863464527	time (s) spent in epoch: 19.307311534881592
epoch: 20	train ppl: 5.6588497909061015	val ppl: 1249.5729349079545	best val: 135.13459863464527	time (s) spent in epoch: 18.68017888069153
epoch: 21	train ppl: 5.367785573472387	val ppl: 1389.9473506884212	best val: 135.13459863464527	time (s) spent in epoch: 18.458292961120605
epoch: 22	train ppl: 5.132345251645196	val ppl: 1525.1539184367857	best val: 135.13459863464527	time (s) spent in epoch: 18.809242725372314
epoch: 23	train ppl: 4.902560275083287	val ppl: 1678.9375024983863	best val: 135.13459863464527	time (s) spent in epoch: 18.762988567352295
epoch: 24	train ppl: 4.701334187076037	val ppl: 1809.6681744837815	best val: 135.13459863464527	time (s) spent in epoch: 18.764067888259888
epoch: 25	train ppl: 4.532343351685904	val ppl: 1971.2026312231117	best val: 135.13459863464527	time (s) spent in epoch: 18.436306715011597
epoch: 26	train ppl: 4.366261027754343	val ppl: 2219.907326361165	best val: 135.13459863464527	time (s) spent in epoch: 18.800938367843628
epoch: 27	train ppl: 4.227853426882714	val ppl: 2375.5761186797668	best val: 135.13459863464527	time (s) spent in epoch: 18.622654914855957
epoch: 28	train ppl: 4.089844645908422	val ppl: 2565.076329503313	best val: 135.13459863464527	time (s) spent in epoch: 18.435930013656616
epoch: 29	train ppl: 3.9776251045678697	val ppl: 2725.518950443629	best val: 135.13459863464527	time (s) spent in epoch: 19.04855442047119
epoch: 30	train ppl: 3.8587484986885188	val ppl: 2991.0241101571264	best val: 135.13459863464527	time (s) spent in epoch: 18.803415536880493
epoch: 31	train ppl: 3.761837437562882	val ppl: 3215.7766276324996	best val: 135.13459863464527	time (s) spent in epoch: 19.265865564346313
epoch: 32	train ppl: 3.681714173894899	val ppl: 3444.5044705674964	best val: 135.13459863464527	time (s) spent in epoch: 18.85264563560486
epoch: 33	train ppl: 3.5876668128675346	val ppl: 3660.240877892547	best val: 135.13459863464527	time (s) spent in epoch: 18.653993368148804
epoch: 34	train ppl: 3.5043590951172634	val ppl: 3962.7397319742054	best val: 135.13459863464527	time (s) spent in epoch: 18.675058603286743
epoch: 35	train ppl: 3.4272679171481637	val ppl: 4120.737089585411	best val: 135.13459863464527	time (s) spent in epoch: 18.51304006576538
epoch: 36	train ppl: 3.3700313186110717	val ppl: 4450.218860898366	best val: 135.13459863464527	time (s) spent in epoch: 19.95419955253601
epoch: 37	train ppl: 3.305358693092322	val ppl: 4781.496765452703	best val: 135.13459863464527	time (s) spent in epoch: 18.968262434005737
epoch: 38	train ppl: 3.2425332812484657	val ppl: 4984.4079787801875	best val: 135.13459863464527	time (s) spent in epoch: 18.436843872070312
epoch: 39	train ppl: 3.1800208451413514	val ppl: 5291.287271935152	best val: 135.13459863464527	time (s) spent in epoch: 18.787578582763672
